,,Place,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Ohio,Nonmetropolitan Counties,Total,11,2,3,1,0,0,,,,,
Ohio,Nonmetropolitan Counties,Ashland,3,0,0,0,0,0,2,0,1,0,
Ohio,Nonmetropolitan Counties,Athens,1,0,0,0,0,0,0,1,0,0,
Ohio,Nonmetropolitan Counties,Hardin,2,1,1,0,0,0,2,1,0,1,
Ohio,Nonmetropolitan Counties,Highland,1,0,0,0,0,0,0,0,1,0,
Ohio,Nonmetropolitan Counties,Logan,1,0,0,0,0,0,0,0,1,0,
Ohio,Nonmetropolitan Counties,Marion,0,0,1,1,0,0,1,1,0,0,
Ohio,Nonmetropolitan Counties,Ross,3,0,0,0,0,0,1,1,1,0,
Ohio,Nonmetropolitan Counties,Shelby,0,0,1,0,0,0,1,0,0,0,
Ohio,Nonmetropolitan Counties,Washington,0,1,0,0,0,0,0,1,0,0,
Ohio,State Police Agencies,Total,1,0,0,1,0,0,,,,,
Ohio,State Police Agencies,Ohio State Highway Patrol,1,0,0,1,0,0,0,2,0,0,
Ohio,Other Agencies,Total,2,0,0,0,0,0,,,,,
Ohio,Other Agencies,Cleveland Metropolitan Park District,2,0,0,0,0,0,0,0,2,0,
Oklahoma,Total,Total,17,7,10,0,1,2,,,,,
Oklahoma,Cities,Total,10,5,7,0,1,1,,,,,
Oklahoma,Cities,Catoosa,1,0,0,0,0,0,0,1,0,0,"7,129"
Oklahoma,Cities,Chickasha,1,0,0,0,0,0,1,0,0,0,"16,489"
Oklahoma,Cities,Collinsville,1,0,0,0,0,1,0,1,1,0,"6,836"
Oklahoma,Cities,Fairland,0,1,0,0,0,0,1,0,0,0,"1,051"
Oklahoma,Cities,Kellyville,0,0,1,0,0,0,0,0,0,1,"1,147"
Oklahoma,Cities,Lawton,0,1,0,0,0,0,1,0,0,0,"94,134"
Oklahoma,Cities,Luther,1,0,0,0,0,0,0,0,1,0,"1,675"
Oklahoma,Cities,Marietta,0,1,0,0,0,0,1,0,0,0,"2,782"
Oklahoma,Cities,Muldrow,1,0,1,0,0,0,0,1,1,0,"3,250"
Oklahoma,Cities,Muskogee,1,0,0,0,0,0,1,0,0,0,"38,199"
Oklahoma,Cities,Noble,0,0,1,0,0,0,0,0,1,0,"6,799"
Oklahoma,Cities,Norman,1,0,1,0,1,0,1,0,1,1,"124,074"
Oklahoma,Cities,Owasso,0,0,1,0,0,0,1,0,0,0,"36,869"
Oklahoma,Cities,Sapulpa,0,1,0,0,0,0,0,0,1,0,"21,062"
Oklahoma,Cities,Stillwater,0,1,1,0,0,0,0,2,0,0,"50,159"
Oklahoma,Cities,Wagoner,1,0,0,0,0,0,0,0,1,0,"8,931"
Oklahoma,Cities,Wewoka,1,0,1,0,0,0,0,1,0,1,"3,390"
Oklahoma,Cities,Woodward,1,0,0,0,0,0,0,1,0,0,"12,655"
Oklahoma,Universities and Colleges,Total,1,0,0,0,0,1,,,,,
Oklahoma,Universities and Colleges,Langston University,0,0,0,0,0,1,0,0,0,1,"2,420"
Oklahoma,Universities and Colleges,"Oklahoma State University, Main Campus",1,0,0,0,0,0,0,0,0,1,"25,622"
Oklahoma,Metropolitan Counties,Total,2,1,0,0,0,0,,,,,
Oklahoma,Metropolitan Counties,Lincoln,1,0,0,0,0,0,0,1,0,0,
Oklahoma,Metropolitan Counties,Tulsa,1,1,0,0,0,0,1,0,1,0,
Oklahoma,Nonmetropolitan Counties,Total,4,1,3,0,0,0,,,,,
Oklahoma,Nonmetropolitan Counties,Choctaw,0,0,1,0,0,0,0,0,0,1,
Oklahoma,Nonmetropolitan Counties,Delaware,0,1,2,0,0,0,1,1,1,0,
Oklahoma,Nonmetropolitan Counties,Kingfisher,2,0,0,0,0,0,0,1,0,1,
Oklahoma,Nonmetropolitan Counties,Marshall,1,0,0,0,0,0,0,0,1,0,
Oklahoma,Nonmetropolitan Counties,Payne,1,0,0,0,0,0,0,1,0,0,
Oregon,Total,Total,84,29,24,4,1,4,,,,,
Oregon,Cities,Total,79,29,20,3,1,4,,,,,
Oregon,Cities,Albany,1,0,1,0,0,0,1,0,0,1,"53,701"
Oregon,Cities,Ashland,1,1,1,0,0,0,1,0,1,1,"21,908"
Oregon,Cities,Baker City,0,0,1,0,0,0,1,0,0,0,"9,764"
Oregon,Cities,Beaverton,1,2,0,0,0,0,0,1,1,1,"98,897"
Oregon,Cities,Canby,1,0,0,0,0,0,0,0,1,0,"17,823"
Oregon,Cities,Central Point,1,0,0,0,0,0,0,1,0,0,"18,525"
Oregon,Cities,Corvallis,3,0,1,0,0,0,0,2,1,1,"57,576"
Oregon,Cities,Eugene,46,12,8,1,1,4,16,23,14,19,"168,310"
Oregon,Cities,Gresham,0,0,1,1,0,0,0,1,1,0,"112,466"
Oregon,Cities,Hillsboro,1,3,0,0,0,0,1,2,1,0,"107,433"
Oregon,Cities,Klamath Falls,3,1,1,0,0,0,3,0,0,2,"22,436"
Oregon,Cities,Newberg-Dundee,1,1,0,0,0,0,1,0,1,0,"26,769"
Oregon,Cities,North Plains,1,0,0,0,0,0,0,0,1,0,"2,158"
Oregon,Cities,Ontario,0,0,1,0,0,0,1,0,0,0,"10,970"
Oregon,Cities,Oregon City,0,1,0,0,0,0,0,0,0,1,"36,921"
Oregon,Cities,Portland,10,4,3,1,0,0,7,7,1,3,"649,408"
Oregon,Cities,Salem,4,0,1,0,0,0,0,3,1,1,"169,565"
Oregon,Cities,Sherwood,0,1,0,0,0,0,0,0,1,0,"19,473"
Oregon,Cities,Springfield,1,0,0,0,0,0,0,0,0,1,"62,318"
Oregon,Cities,Tigard,4,3,1,0,0,0,3,1,3,1,"52,524"
Oregon,Universities and Colleges,Total,0,0,1,0,0,0,,,,,
Oregon,Universities and Colleges,Portland State University,0,0,1,0,0,0,0,0,0,1,"26,627"
Oregon,Metropolitan Counties,Total,3,0,2,0,0,0,,,,,
Oregon,Metropolitan Counties,Benton,1,0,0,0,0,0,0,0,0,1,
Oregon,Metropolitan Counties,Columbia,1,0,0,0,0,0,0,0,1,0,
Oregon,Metropolitan Counties,Lane,0,0,2,0,0,0,2,0,0,0,
Oregon,Metropolitan Counties,Washington,1,0,0,0,0,0,0,1,0,0,
Oregon,Nonmetropolitan Counties,Total,0,0,1,1,0,0,,,,,
Oregon,Nonmetropolitan Counties,Crook,0,0,1,0,0,0,1,0,0,0,
Oregon,Nonmetropolitan Counties,Umatilla,0,0,0,1,0,0,1,0,0,0,
Oregon,State Police Agencies,Total,1,0,0,0,0,0,,,,,
Oregon,State Police Agencies,"State Police, Benton County",1,0,0,0,0,0,1,0,0,0,
Oregon,Tribal Agencies,Total,1,0,0,0,0,0,,,,,
Oregon,Tribal Agencies,Grand Ronde Tribal,1,0,0,0,0,0,0,1,0,0,
Pennsylvania,Total,Total,52,17,6,0,0,3,,,,,
Pennsylvania,Cities,Total,43,14,6,0,0,3,,,,,
Pennsylvania,Cities,Bethlehem,1,0,0,0,0,0,0,0,0,1,"75,336"
Pennsylvania,Cities,Carlisle,1,0,0,0,0,0,1,0,0,0,"19,233"
Pennsylvania,Cities,East Earl Township,1,0,0,0,0,0,0,1,0,0,"6,838"
Pennsylvania,Cities,Lower Windsor Township,1,0,0,0,0,0,1,0,0,0,"7,500"
Pennsylvania,Cities,"Manor Township, Lancaster County",1,0,0,0,0,0,0,0,1,0,"20,949"
Pennsylvania,Cities,Murrysville,1,0,0,0,0,0,1,0,0,0,"20,034"
Pennsylvania,Cities,New Hope,0,0,1,0,0,0,0,0,0,1,"2,492"
Pennsylvania,Cities,Patton Township,1,0,0,0,0,0,0,0,1,0,"16,100"
Pennsylvania,Cities,Philadelphia,19,14,4,0,0,3,7,20,7,6,"1,575,595"
Pennsylvania,Cities,Pittsburgh,13,0,1,0,0,0,6,3,3,2,"305,932"
Pennsylvania,Cities,"Richland Township, Cambria County",1,0,0,0,0,0,0,0,0,1,"12,153"
Pennsylvania,Cities,Selinsgrove,1,0,0,0,0,0,0,1,0,0,"5,930"
Pennsylvania,Cities,"Washington Township, Franklin County",1,0,0,0,0,0,1,0,0,0,"14,678"
Pennsylvania,Cities,Wilkes-Barre,1,0,0,0,0,0,0,1,0,0,"40,418"
Pennsylvania,Universities and Colleges,Total,4,2,0,0,0,0,,,,,
Pennsylvania,Universities and Colleges,Elizabethtown College,1,0,0,0,0,0,0,0,0,1,"1,784"
Pennsylvania,Universities and Colleges,Pennsylvania State University:  ,,,,,,,,,,,
Pennsylvania,Universities and Colleges,Brandywine,1,0,0,0,0,0,0,0,0,1,"1,379"
Pennsylvania,Universities and Colleges,University Park,2,1,0,0,0,0,0,0,1,2,"47,789"
Pennsylvania,Universities and Colleges,"University of Pittsburgh, Pittsburgh",0,1,0,0,0,0,1,0,0,0,"28,664"
Pennsylvania,State Police Agencies,Total,5,1,0,0,0,0,,,,,
Pennsylvania,State Police Agencies,State Police:,,,,,,,,,,,
Pennsylvania,State Police Agencies,Centre County,1,0,0,0,0,0,0,0,1,0,
Pennsylvania,State Police Agencies,Chester County,1,0,0,0,0,0,0,1,,0,
Pennsylvania,State Police Agencies,Cumberland County,1,0,0,0,0,0,0,0,1,,
Pennsylvania,State Police Agencies,Erie County,1,0,0,0,0,0,0,0,1,0,
Pennsylvania,State Police Agencies,Skippack ,1,1,0,0,0,0,0,1,0,1,
Rhode Island,Total,Total,5,4,2,0,0,0,,,,,
Rhode Island,Cities,Total,5,4,2,0,0,0,,,,,
Rhode Island,Cities,Coventry,1,0,0,0,0,0,0,0,1,0,"35,083"
Rhode Island,Cities,East Providence,0,3,0,0,0,0,0,1,2,0,"47,502"
Rhode Island,Cities,Johnston,1,0,0,0,0,0,0,1,0,0,"29,375"
Rhode Island,Cities,Providence,3,1,2,0,0,0,1,2,3,0,"179,854"
South Carolina,Total,Total,63,11,12,1,0,0,,,,,
South Carolina,Cities,Total,36,3,5,0,0,0,,,,,
South Carolina,Cities,Abbeville,0,0,1,0,0,0,0,0,0,1,"5,153"
South Carolina,Cities,Andrews,7,0,0,0,0,0,4,2,1,0,"2,903"
South Carolina,Cities,Beaufort,4,0,0,0,0,0,0,0,4,0,"13,612"
South Carolina,Cities,Cayce,3,0,0,0,0,0,0,3,0,0,"14,434"
South Carolina,Cities,Charleston,1,0,0,0,0,0,0,0,1,0,"136,845"
South Carolina,Cities,Chester,1,0,0,0,0,0,1,0,0,0,"5,452"
South Carolina,Cities,Denmark,3,0,0,0,0,0,0,0,0,3,"2,942"
South Carolina,Cities,Elloree,1,0,0,0,0,0,0,0,0,1,666
South Carolina,Cities,Greeleyville,1,0,0,0,0,0,1,0,0,0,400
South Carolina,Cities,Greenville,0,1,1,0,0,0,0,0,2,0,"68,922"
South Carolina,Cities,Hartsville,1,0,1,0,0,0,0,0,1,1,"7,769"
South Carolina,Cities,Irmo,1,0,0,0,0,0,0,0,1,0,"12,353"
South Carolina,Cities,Laurens,1,0,0,0,0,0,0,0,0,1,"9,089"
South Carolina,Cities,Moncks Corner,3,1,1,0,0,0,2,2,1,0,"10,818"
South Carolina,Cities,Myrtle Beach,0,0,1,0,0,0,0,0,1,0,"33,167"
South Carolina,Cities,North Charleston,1,0,0,0,0,0,0,0,0,1,"111,305"
South Carolina,Cities,Orangeburg,1,0,0,0,0,0,0,1,0,0,"13,076"
South Carolina,Cities,Pickens,1,0,0,0,0,0,0,0,1,0,"3,201"
South Carolina,Cities,St. George,1,0,0,0,0,0,0,0,1,0,"2,181"
South Carolina,Cities,Sullivans Island,0,1,0,0,0,0,0,1,0,0,"1,961"
South Carolina,Cities,Union,2,0,0,0,0,0,2,0,0,0,"7,940"
South Carolina,Cities,Westminster,1,0,0,0,0,0,0,0,0,1,"2,514"
South Carolina,Cities,Winnsboro,2,0,0,0,0,0,0,1,1,0,"3,276"
South Carolina,Universities and Colleges,Total,4,0,0,0,0,0,,,,,
South Carolina,Universities and Colleges,Benedict College,1,0,0,0,0,0,0,0,0,1,"2,281"
South Carolina,Universities and Colleges,Clemson University,1,0,0,0,0,0,1,0,0,0,"23,406"
South Carolina,Universities and Colleges,Medical University of South Carolina,1,0,0,0,0,0,1,0,0,0,"2,986"
South Carolina,Universities and Colleges,The Citadel,1,0,0,0,0,0,0,1,0,0,"3,602"
South Carolina,Metropolitan Counties,Total,5,2,4,0,0,0,,,,,
South Carolina,Metropolitan Counties,Beaufort,1,1,1,0,0,0,1,0,1,1,
South Carolina,Metropolitan Counties,Greenville,1,0,0,0,0,0,0,0,0,1,
South Carolina,Metropolitan Counties,Horry County Police Department,0,0,1,0,0,0,0,0,1,0,
South Carolina,Metropolitan Counties,Laurens,2,0,0,0,0,0,0,1,0,1,
South Carolina,Metropolitan Counties,Richland,1,1,1,0,0,0,1,0,1,1,
South Carolina,Metropolitan Counties,Sumter,0,0,1,0,0,0,1,0,0,0,
South Carolina,Nonmetropolitan Counties,Total,17,6,3,1,0,0,,,,,
South Carolina,Nonmetropolitan Counties,Abbeville,1,0,0,0,0,0,0,0,1,0,
South Carolina,Nonmetropolitan Counties,Bamberg,0,4,0,0,0,0,2,1,0,1,
South Carolina,Nonmetropolitan Counties,Chesterfield,4,0,0,0,0,0,1,3,0,0,
South Carolina,Nonmetropolitan Counties,Clarendon,0,0,1,0,0,0,0,0,0,1,
South Carolina,Nonmetropolitan Counties,Colleton,2,0,0,0,0,0,0,1,0,1,
South Carolina,Nonmetropolitan Counties,Dillon,1,0,0,0,0,0,0,0,0,1,
South Carolina,Nonmetropolitan Counties,Georgetown,0,1,0,0,0,0,0,0,0,1,
South Carolina,Nonmetropolitan Counties,Greenwood,1,0,0,0,0,0,0,0,0,1,
South Carolina,Nonmetropolitan Counties,Hampton,0,0,1,0,0,0,0,0,1,0,
South Carolina,Nonmetropolitan Counties,Marion,0,0,1,0,0,0,0,0,0,1,
South Carolina,Nonmetropolitan Counties,Orangeburg,7,1,0,1,0,0,3,1,2,3,
South Carolina,Nonmetropolitan Counties,Williamsburg,1,0,0,0,0,0,1,0,0,0,
South Carolina,Other Agencies,Total,1,0,0,0,0,0,,,,,
South Carolina,,Lexington County Medical Center,1,0,0,0,0,0,0,0,0,1,
South Dakota,Total,Total,8,4,3,2,0,0,,,,,
South Dakota,Cities,Total,5,2,2,0,0,0,,,,,
South Dakota,Cities,Brookings,2,0,0,0,0,0,0,1,0,1,"24,198"
South Dakota,Cities,Rapid City,1,0,0,0,0,0,0,1,0,0,"74,986"
South Dakota,Cities,Sioux Falls,1,2,2,0,0,0,2,2,0,1,"177,888"
South Dakota,Cities,Spearfish,1,0,0,0,0,0,1,0,0,0,"11,697"
South Dakota,Metropolitan Counties,Total,3,0,1,1,0,0,,,,,
South Dakota,Metropolitan Counties,Custer,1,0,0,0,0,0,0,0,1,0,
South Dakota,Metropolitan Counties,McCook,0,0,1,0,0,0,0,0,0,1,
South Dakota,Metropolitan Counties,Minnehaha,1,0,0,0,0,0,1,0,0,0,
South Dakota,Metropolitan Counties,Pennington,1,0,0,0,0,0,0,0,0,1,
South Dakota,Metropolitan Counties,Union,0,0,0,1,0,0,1,0,0,0,
South Dakota,Nonmetropolitan Counties,Total,0,2,0,1,0,0,,,,,
South Dakota,Nonmetropolitan Counties,Brookings,0,2,0,1,0,0,0,0,3,0,
Tennessee,Total,Total,88,18,21,7,2,0,,,,,
Tennessee,Cities,Total,61,9,21,6,2,0,,,,,
Tennessee,Cities,Adamsville,0,0,1,0,0,0,0,0,0,1,"2,207"
Tennessee,Cities,Alcoa,0,1,0,0,0,0,0,0,0,1,"10,128"
Tennessee,Cities,Bartlett,1,0,0,0,0,0,0,0,1,0,"58,895"
Tennessee,Cities,Bolivar,0,1,0,0,0,0,1,0,0,0,"5,066"
Tennessee,Cities,Brighton,1,0,0,0,0,0,1,0,0,0,"2,949"
Tennessee,Cities,Brownsville,1,0,0,0,0,0,1,0,0,0,"9,698"
Tennessee,Cities,Centerville,1,0,0,0,0,0,1,0,0,0,"3,564"
Tennessee,Cities,Chattanooga,3,0,1,0,0,0,2,1,1,0,"178,753"
Tennessee,Cities,Clarksville,2,0,2,0,0,0,1,1,2,0,"153,294"
Tennessee,Cities,Cleveland,7,0,0,0,0,0,0,3,0,4,"44,778"
Tennessee,Cities,Collierville,4,0,0,0,0,0,0,0,4,0,"49,790"
Tennessee,Cities,Covington,2,0,0,1,0,0,0,1,2,0,"8,909"
Tennessee,Cities,Crossville,1,0,0,0,0,0,0,1,0,0,"11,555"
Tennessee,Cities,Fairview,1,0,0,0,0,0,0,1,0,0,"8,648"
Tennessee,Cities,Germantown,1,0,0,0,1,0,0,1,0,1,"39,086"
Tennessee,Cities,Greenbrier,0,0,1,0,0,0,1,0,0,0,"6,853"
Tennessee,Cities,Greeneville,0,0,0,1,0,0,0,0,1,0,"15,065"
Tennessee,Cities,Jackson,3,0,2,0,0,0,1,3,1,0,"67,031"
Tennessee,Cities,Jamestown,0,0,1,1,0,0,1,0,1,0,"1,964"
Tennessee,Cities,Jonesborough,0,0,0,1,0,0,0,1,0,0,"5,378"
Tennessee,Cities,Knoxville,2,0,3,0,0,0,2,0,3,0,"187,539"
Tennessee,Cities,Lebanon,5,0,0,0,0,0,1,2,2,0,"32,248"
Tennessee,Cities,Manchester,1,0,0,0,0,0,0,0,0,1,"10,702"
Tennessee,Cities,McMinnville,1,1,0,0,0,0,0,1,1,0,"13,786"
Tennessee,Cities,Memphis,4,0,3,0,0,0,1,4,0,2,"652,765"
Tennessee,Cities,Milan,2,1,1,0,1,0,2,1,0,2,"7,780"
Tennessee,Cities,Millington,3,0,1,0,0,0,0,0,2,2,"10,944"
Tennessee,Cities,Morristown,3,0,0,0,0,0,0,1,2,0,"29,774"
Tennessee,Cities,Murfreesboro,0,0,0,1,0,0,1,0,0,0,"136,102"
Tennessee,Cities,Nashville Metropolitan,11,5,3,0,0,0,6,3,6,4,"674,942"
Tennessee,Cities,Ripley,0,0,1,0,0,0,0,0,1,0,"8,067"
Tennessee,Cities,Rogersville,1,0,0,0,0,0,0,0,1,0,"4,367"
Tennessee,Cities,Smyrna,0,0,1,0,0,0,0,0,0,1,"50,091"
Tennessee,Cities,White Bluff,0,0,0,1,0,0,0,1,0,0,"3,483"
Tennessee,Universities and Colleges,Total,3,0,0,0,0,0,,,,,
Tennessee,Universities and Colleges,Chattanooga State Community College,1,0,0,0,0,0,0,0,1,0,"8,628"
Tennessee,Universities and Colleges,Tennessee Technological University,1,0,0,0,0,0,1,0,0,0,"10,493"
Tennessee,Universities and Colleges,University of the South,1,0,0,0,0,0,0,0,0,1,"1,815"
Tennessee,Metropolitan Counties,Total,10,5,0,0,0,0,,,,,
Tennessee,Metropolitan Counties,Anderson,1,0,0,0,0,0,0,1,0,0,
Tennessee,Metropolitan Counties,Cheatham,1,0,0,0,0,0,0,1,0,0,
Tennessee,Metropolitan Counties,Hamilton,1,2,0,0,0,0,0,0,3,0,
Tennessee,Metropolitan Counties,Hickman,0,1,0,0,0,0,0,0,1,0,
Tennessee,Metropolitan Counties,Knox,2,0,0,0,0,0,0,0,1,1,
Tennessee,Metropolitan Counties,Montgomery,0,1,0,0,0,0,0,0,0,1,
Tennessee,Metropolitan Counties,Rutherford,1,1,0,0,0,0,0,1,1,0,
Tennessee,Metropolitan Counties,Shelby,2,0,0,0,0,0,0,0,2,0,
Tennessee,Metropolitan Counties,Sullivan,1,0,0,0,0,0,0,0,1,0,
Tennessee,Metropolitan Counties,Washington,1,0,0,0,0,0,0,0,1,0,
Tennessee,Nonmetropolitan Counties,Total,6,3,0,0,0,0,,,,,
Tennessee,Nonmetropolitan Counties,Benton,0,2,0,0,0,0,0,0,2,0,
Tennessee,Nonmetropolitan Counties,Claiborne,1,0,0,0,0,0,0,0,0,1,
Tennessee,Nonmetropolitan Counties,Coffee,1,0,0,0,0,0,1,0,0,0,
Tennessee,Nonmetropolitan Counties,Gibson,1,0,0,0,0,0,0,1,0,0,
Tennessee,Nonmetropolitan Counties,Hardin,1,0,0,0,0,0,0,0,1,0,
Tennessee,Nonmetropolitan Counties,McMinn,1,0,0,0,0,0,0,0,1,0,
Tennessee,Nonmetropolitan Counties,Monroe,0,1,0,0,0,0,0,0,1,0,
Tennessee,Nonmetropolitan Counties,Rhea,1,0,0,0,0,0,0,0,1,0,
Tennessee,State Police Agencies,Total,8,1,0,0,0,0,,,,,
Tennessee,State Police Agencies,Department of Safety,8,1,0,0,0,0,0,2,5,2,
Tennessee,Other Agencies,Total,0,0,0,1,0,0,,,,,
Tennessee,Other Agencies,Tennessee Bureau of Investigation,0,0,0,1,0,0,0,0,1,0,
Texas,Total,Total,117,22,43,3,1,6,,,,,
Texas,Cities,Total,104,20,38,3,0,6,,,,,
Texas,Cities,Abilene,3,0,0,0,0,0,0,1,2,0,"122,981"
Texas,Cities,Alvin,1,0,0,0,0,0,0,0,0,1,"26,488"
Texas,Cities,Arlington,4,2,1,0,0,0,0,1,0,6,"397,377"
Texas,Cities,Aubrey,0,0,1,0,0,0,1,0,0,0,"3,535"
Texas,Cities,Austin,10,3,4,0,0,1,5,4,4,5,"971,949"
Texas,Cities,Balch Springs,1,0,0,0,0,0,0,0,1,0,"25,199"
Texas,Cities,Beaumont,1,0,0,0,0,0,0,1,0,0,"118,456"
Texas,Cities,Bedford,1,0,0,0,0,0,1,0,0,0,"49,947"
Texas,Cities,Bellmead,1,0,0,0,0,0,0,1,0,0,"10,371"
Texas,Cities,Brownwood,1,0,0,0,0,0,1,0,0,0,"19,133"
Texas,Cities,Burkburnett,1,0,1,0,0,0,0,0,1,1,"11,142"
Texas,Cities,Burleson,2,0,0,0,0,0,1,0,,1,"46,531"
Texas,Cities,Burnet,0,0,1,0,0,0,1,0,0,0,"6,422"
Texas,Cities,Cedar Park,2,0,0,0,0,0,0,1,1,0,"72,143"
Texas,Cities,Corsicana,0,0,1,0,0,0,0,0,0,1,"24,011"
Texas,Cities,Dallas,2,0,12,0,0,0,1,1,2,10,"1,338,551"
Texas,Cities,Decatur,1,0,0,0,0,0,0,0,0,1,"6,755"
Texas,Cities,Denton,1,1,2,0,0,0,0,0,3,1,"136,836"
Texas,Cities,Devine,3,0,0,0,0,0,,0,0,3,"4,847"
Texas,Cities,Dumas,1,0,0,0,0,0,0,0,0,1,"14,943"
Texas,Cities,El Paso,4,0,0,0,0,0,4,0,0,0,"688,667"
Texas,Cities,Flower Mound,2,0,1,0,0,0,0,0,0,3,"75,101"
Texas,Cities,Fort Worth,7,2,4,0,0,0,2,1,7,3,"873,069"
Texas,Cities,Frisco,1,0,0,0,0,0,0,0,1,0,"172,804"
Texas,Cities,Galena Park,1,1,0,0,0,0,0,1,,1,"11,091"
Texas,Cities,Galveston,2,0,1,0,0,0,0,3,0,0,"51,021"
Texas,Cities,Giddings,1,0,0,0,0,0,0,0,0,1,"5,154"
Texas,Cities,Greenville,1,0,0,0,0,0,0,0,1,0,"27,434"
Texas,Cities,Henderson,0,0,0,0,0,1,0,1,0,0,"13,366"
Texas,Cities,Hewitt,0,0,1,0,0,0,1,0,0,0,"14,443"
Texas,Cities,Hitchcock,1,0,0,1,0,0,0,0,0,2,"7,949"
Texas,Cities,Houston,2,3,1,0,0,2,2,1,2,3,"2,338,235"
Texas,Cities,Iowa Park,1,1,0,0,0,0,0,0,0,2,"6,361"
Texas,Cities,Jacksonville,1,0,0,0,0,0,0,0,0,1,"14,955"
Texas,Cities,Keene,2,0,0,0,0,0,1,1,0,0,"6,334"
Texas,Cities,Lacy-Lakeview,1,0,0,0,0,0,0,1,0,0,"6,633"
Texas,Cities,Lampasas,2,0,0,0,0,0,0,0,0,2,"7,910"
Texas,Cities,League City,3,0,0,0,0,0,1,1,0,1,"105,351"
Texas,Cities,Leon Valley,2,0,0,0,0,0,,2,0,,"11,508"
Texas,Cities,Longview,1,2,3,0,0,1,0,3,0,3,"82,303"
Texas,Cities,Lubbock,2,0,0,0,0,0,,,,2,"256,335"
Texas,Cities,Marble Falls,1,0,0,0,0,0,1,0,0,0,"6,358"
Texas,Cities,McKinney,4,1,0,0,0,0,2,1,2,0,"179,934"
Texas,Cities,Odessa,2,1,2,1,0,0,2,2,1,1,"121,194"
Texas,Cities,Palestine,1,0,0,0,0,0,0,0,0,1,"18,316"
Texas,Cities,Pampa,1,0,0,0,0,0,0,0,1,0,"17,736"
Texas,Cities,Pearland,1,0,0,0,0,0,0,1,0,0,"117,869"
Texas,Cities,Pflugerville,4,0,0,0,0,0,,,0,4,"61,212"
Texas,Cities,Plano,2,0,0,0,0,1,1,2,0,0,"290,413"
Texas,Cities,Rockwall,1,0,0,1,0,0,0,0,1,1,"44,599"
Texas,Cities,Round Rock,1,0,0,0,0,0,0,1,0,0,"124,617"
Texas,Cities,Rusk,2,0,0,0,0,0,0,0,1,1,"5,576"
Texas,Cities,Sachse,1,0,0,0,0,0,0,0,1,0,"25,907"
Texas,Cities,San Angelo,1,0,0,0,0,0,1,0,0,0,"101,931"
Texas,Cities,San Antonio,2,1,1,0,0,0,1,2,0,1,"1,520,712"
Texas,Cities,San Saba,0,1,0,0,0,0,0,0,0,1,"3,071"
Texas,Cities,Schulenburg,0,1,0,0,0,0,0,0,1,0,"2,943"
Texas,Cities,Seven Points,1,0,1,0,0,0,1,0,0,1,"1,462"
Texas,Cities,Silsbee,1,0,0,0,0,0,0,0,1,0,"6,747"
Texas,Cities,Temple,2,0,0,0,0,0,0,0,0,2,"74,794"
Texas,Cities,Thorndale,1,0,0,0,0,0,0,0,1,0,"1,293"
Texas,Cities,Victoria,1,0,0,0,0,0,0,1,0,0,"68,544"
Texas,Cities,Wolfforth,1,0,0,0,0,0,0,0,1,0,"4,552"
Texas,Universities and Colleges,Total,0,0,2,0,0,0,,,,,
Texas,Universities and Colleges,South Plains College,0,0,1,0,0,0,0,0,0,1,"9,478"
Texas,Universities and Colleges,"Texas Tech University, Lubbock",0,0,1,0,0,0,,,0,1,"36,551"
Texas,Metropolitan Counties,Total,9,1,3,0,0,0,,,,,
Texas,Metropolitan Counties,Austin,1,0,0,0,0,0,0,0,1,0,
Texas,Metropolitan Counties,Fort Bend,3,0,0,0,0,0,1,1,,1,
Texas,Metropolitan Counties,Kaufman,1,0,0,0,0,0,0,0,0,1,
Texas,Metropolitan Counties,Travis,2,1,3,0,0,0,2,2,0,2,
Texas,Metropolitan Counties,Webb,1,0,0,0,0,0,0,0,1,0,
Texas,Metropolitan Counties,Williamson,1,0,0,0,0,0,0,0,1,0,
Texas,Nonmetropolitan Counties,Total,3,0,0,0,1,0,,,,,
Texas,Nonmetropolitan Counties,Cherokee,1,0,0,0,0,0,0,0,1,,
Texas,Nonmetropolitan Counties,Floyd,2,0,0,0,1,0,0,0,1,1,
Texas,Other Agencies,Total,1,1,0,0,0,0,,,,,
Texas,Other Agencies,Independent School District:  ,,,,,,,,,,,
Texas,Other Agencies,Austin,0,1,0,0,0,0,0,0,0,1,
Texas,Other Agencies,Pflugerville,1,0,0,0,0,0,,,0,1,
Utah,Total,Total,51,15,8,0,0,4,,,,,
Utah,Cities,Total,32,10,4,0,0,2,,,,,
Utah,Cities,Bountiful,7,0,0,0,0,0,2,3,0,2,"44,312"
Utah,Cities,Draper,1,0,0,0,0,0,0,0,0,1,"48,197"
Utah,Cities,Kaysville,1,1,0,0,0,0,2,0,0,0,"31,873"
Utah,Cities,Layton,2,2,0,0,0,0,1,0,2,1,"77,048"
Utah,Cities,Logan,0,0,1,0,0,0,0,0,0,1,"51,059"
Utah,Cities,Moab,1,0,0,0,0,0,0,0,1,0,"5,266"
Utah,Cities,Ogden,2,1,1,0,0,0,1,1,2,0,"87,323"
Utah,Cities,Pleasant View,1,0,0,0,0,0,0,0,0,1,"10,036"
